parnumber,maf,cat,cat3,cap,pkg,val,dff,
P278SJ473M480A,KEMET,电容,,0.047uF,,-,±20%,
PCF0J820MCL4GB,Nichicon,电容,,82uF,,6.3VDC,±20%,
PCX1C271MCS1GS,Nichicon,电容,,270uF,,16VDC,±20%,
LAR2W101MELZ30,Nichicon,电容,,100uF,,450VDC,±20%,
305HC5750KR,Illinois Capacitor / CDE,电容,,3uF,,,±10%,
B25673A4282E140,EPCOS / TDK,电容,,,,,,
DE1E3KX472MN4AN01F,Murata Electronics,电容,,4700pF,,,±20%,
105CKR050M,Illinois Capacitor / CDE,电容,,1uF,,50VDC,±20%,
106CKR063M,Illinois Capacitor / CDE,电容,,10uF,,63VDC,±20%,
106CKR050M,Illinois Capacitor / CDE,电容,,10uF,,50VDC,±20%,
107CKS025MEM,Illinois Capacitor / CDE,电容,,100uF,,25VDC,±20%,
105TTA050M,Illinois Capacitor / CDE,电容,,1uF,,50VDC,±20%,
106TTA050M,Illinois Capacitor / CDE,电容,,10uF,,50VDC,±20%,
PCV1J470MCL2GS,Nichicon,电容,,47uF,,63VDC,±20%,
OC1,Cornell Dubilier - CDE,电容,,,,,,
HHXA350ARA271MJA0G,United Chemi-Con,电容,,270uF,,35VDC,±20%,
DEA1X3D100JP2A,Murata Electronics,电容,,10pF,,2kVDC,±5%,
DEBB33D101KC1B,Murata Electronics,电容,,100pF,,2kVDC,±10%,
DE2E3KY472MB3BM02F,Murata Electronics,电容,,4700pF,,,±20%,
DE1E3KX102MN4AP01F,Murata Electronics,电容,,1000pF,,,±20%,
DEBB33D102KN2A,Murata Electronics,电容,,1000pF,,2kVDC,±10%,
DE2E3KY472MB3BU02F,Murata Electronics,电容,,4700pF,,,±20%,
PCV1H470MCL7GS,Nichicon,电容,,47uF,,50VDC,±20%,
HHXA500ARA101MJA0G,United Chemi-Con,电容,,100uF,,50VDC,±20%,
106TTA100M,Illinois Capacitor / CDE,电容,,10uF,,100VDC,±20%,
B81123C1472M289,EPCOS / TDK,电容,,4700pF,,3kVDC,±20%,
106TTA035M,Illinois Capacitor / CDE,电容,,10uF,,35VDC,±20%,
DEA1X3D220JC1B,Murata Electronics,电容,,22pF,,2kVDC,±5%,
107CKE100MLQ,Illinois Capacitor / CDE,电容,,100uF,,100VDC,±20%,
DE1E3KX472MA4BP01F,Murata Electronics,电容,,4700pF,,,±20%,
102MPW630K,Illinois Capacitor / CDE,电容,,1000pF,,630VDC,±10%,
108CKH050M,Illinois Capacitor / CDE,电容,,1000uF,,50VDC,±20%,
OB3,Cornell Dubilier - CDE,电容,,,,,,
108CKE050M,Illinois Capacitor / CDE,电容,,1000uF,,50VDC,±20%,
DE2F3KY103MN3AU02F,Murata Electronics,电容,,0.01uF,,,±20%,
104MSR400K,Illinois Capacitor / CDE,电容,,0.1uF,,400VDC,±10%,
106CKS400MLQ,Illinois Capacitor / CDE,电容,,10uF,,400VDC,±20%,
DEBB33D221KP2A,Murata Electronics,电容,,220pF,,2kVDC,±10%,
106CKS450MLU,Illinois Capacitor / CDE,电容,,10uF,,450VDC,±20%,
103MSR102K,Illinois Capacitor / CDE,电容,,0.01uF,,1kVDC,±10%,
106MMR100K,Illinois Capacitor / CDE,电容,,10uF,,100VDC,±10%,
PCR1V151MCL1GS,Nichicon,电容,,150uF,,35VDC,±20%,
DE1E3KX222MB4BP01F,Murata Electronics,电容,,2200pF,,,±20%,
107CKH050M,Illinois Capacitor / CDE,电容,,100uF,,50VDC,±20%,
107TTA160M,Illinois Capacitor / CDE,电容,,100uF,,160VDC,±20%,
105CKH050M,Illinois Capacitor / CDE,电容,,1uF,,50VDC,±20%,
168102J100A-F,Cornell Dubilier - CDE,电容,,1000pF,,100VDC,±5%,
B32924D3335K,EPCOS / TDK,电容,,3.3uF,,630VDC,±10%,
104MKP275KD,Illinois Capacitor / CDE,电容,,0.1uF,,,±10%,
106TTA063M,Illinois Capacitor / CDE,电容,,10uF,,63VDC,±20%,
104MPW630K,Illinois Capacitor / CDE,电容,,0.1uF,,630VDC,±10%,
OB4,Cornell Dubilier - CDE,电容,,,,,,
PCV1H680MCL2GS,Nichicon,电容,,68uF,,50VDC,±20%,
DE6E3KJ102MN3A,Murata Electronics,电容,,1000pF,,,±20%,
PCV1J470MCL1GS,Nichicon,电容,,47uF,,63VDC,±20%,
254M06QD150,Cornell Dubilier - CDE,电容,,0.25uF,,600VDC,±10%,
PCS1C121MCL1GS,Nichicon,电容,,120uF,,16VDC,±20%,
DEBF33D102ZC1B,Murata Electronics,电容,,1000pF,,2kVDC,±20%,
DEBE33D472ZA2B,Murata Electronics,电容,,4700pF,,2kVDC,±20%,
B32021A3472K289,EPCOS / TDK,电容,,4700pF,,1.5kVDC,±10%,
107KXM025M,Illinois Capacitor / CDE,电容,,100uF,,25VDC,±20%,
107TTA035M,Illinois Capacitor / CDE,电容,,100uF,,35VDC,±20%,
106TTA350M,Cornell Dubilier - CDE,电容,,10uF,,350VDC,±20%,
DEBB33D101KP2A,Murata Electronics,电容,,100pF,,2kVDC,±10%,
107CKH063M,Illinois Capacitor / CDE,电容,,100uF,,63VDC,±20%,
104MPR400K,Illinois Capacitor / CDE,电容,,0.1uF,,400VDC,±10%,
104MPW160K,Illinois Capacitor / CDE,电容,,0.1uF,,160VDC,±10%,
HHXA500ARA680MHA0G,United Chemi-Con,电容,,68uF,,50VDC,±20%,
B32921C3103M289,EPCOS / TDK,电容,,0.01uF,,630VDC,±20%,
HHXB630ARA560MJA0G,United Chemi-Con,电容,,56uF,,63VDC,±20%,
106TTA050MSD,Cornell Dubilier - CDE,电容,,10uF,,50VDC,±20%,
DEBB33D681KA2B,Murata Electronics,电容,,680pF,,2kVDC,±10%,
106RSS050M,Illinois Capacitor / CDE,电容,,10uF,,50VDC,±20%,
DEA1X3D680JA2B,Murata Electronics,电容,,68pF,,2kVDC,±5%,
B32022A3223M189,EPCOS / TDK,电容,,0.022uF,,1.5kVDC,±20%,
B32924C3684K,EPCOS / TDK,电容,,0.68uF,,630VDC,±10%,
25SEPF82M,Panasonic,电容,,82uF,,25VDC,±20%,
103MMR630K,Illinois Capacitor / CDE,电容,,0.01uF,,630VDC,±10%,
HHXA800ARA390MJA0G,United Chemi-Con,电容,,39uF,,80VDC,±20%,
B32521C3104K,EPCOS / TDK,电容,,0.1uF,,250VDC,±10%,
108CKR025M,Illinois Capacitor / CDE,电容,,1000uF,,25VDC,±20%,
106CKH250M,Illinois Capacitor / CDE,电容,,10uF,,250VDC,±20%,
105MSR250K,Illinois Capacitor / CDE,电容,,1uF,,250VDC,±10%,
106TTA035MSD,Cornell Dubilier - CDE,电容,,10uF,,35VDC,±20%,
104MSR100K,Illinois Capacitor / CDE,电容,,0.1uF,,100VDC,±10%,
168223J100A-F,Cornell Dubilier - CDE,电容,,0.022uF,,100VDC,±5%,
PCJ1C101MCL1GS,Nichicon,电容,,100uF,,16VDC,±20%,
B32529C1103K,EPCOS / TDK,电容,,0.01uF,,100VDC,±10%,
DEA1X3D101JN2A,Murata Electronics,电容,,100pF,,2kVDC,±5%,
DEBE33F102ZP3A,Murata Electronics,电容,,1000pF,,3.15kVDC,±20%,
DEA1X3F101JA3B,Murata Electronics,电容,,100pF,,3.15kVDC,±5%,
DEA1X3D221JA2B,Murata Electronics,电容,,220pF,,2kVDC,±5%,
B32652A103K,EPCOS / TDK,电容,,0.01uF,,1kVDC,±10%,
107RSS035M,Illinois Capacitor / CDE,电容,,100uF,,35VDC,±20%,
HMJ107AB7222KAHT,Taiyo Yuden,电容,,2200pF,,100VDC,±10%,
105TTA100M,Cornell Dubilier - CDE,电容,,1uF,,100VDC,±20%,
105MKP275K,Illinois Capacitor / CDE,电容,,1uF,,,±10%,
103MSR630K,Illinois Capacitor / CDE,电容,,0.01uF,,630VDC,±10%,
104MMR630K,Illinois Capacitor / CDE,电容,,0.1uF,,630VDC,±10%,
109TTA010M,Illinois Capacitor / CDE,电容,,10000uF,,10VDC,±20%,
108TTA100M,Illinois Capacitor / CDE,电容,,1000uF,,100VDC,±20%,
DEA1X3F820JA3B,Murata Electronics,电容,,82pF,,3.15kVDC,±5%,
DEBB33D332KA3B,Murata Electronics,电容,,3300pF,,2kVDC,±10%,
104MSR630K,Illinois Capacitor / CDE,电容,,0.1uF,,630VDC,±10%,
HHXA500ARA220MF61G,United Chemi-Con,电容,,22uF,,50VDC,±20%,
108KXM025M,Illinois Capacitor / CDE,电容,,1000uF,,25VDC,±20%,
PCF0J221MCL1GS,Nichicon,电容,,220uF,,6.3VDC,±20%,
PCF1A470MCL1GS,Nichicon,电容,,47uF,,10VDC,±20%,
DEA1X3D330JC1B,Murata Electronics,电容,,33pF,,2kVDC,±5%,
DEA1X3D151JA2B,Murata Electronics,电容,,150pF,,2kVDC,±5%,
168333J100C-F,Cornell Dubilier - CDE,电容,,0.033uF,,100VDC,±5%,
DEA1X3D150JC1B,Murata Electronics,电容,,15pF,,2kVDC,±5%,
DE1E3KX472MJ4BN01F,Murata Electronics,电容,,4700pF,,,,
6SEP470M,Panasonic,电容,,470uF,,6.3VDC,±20%,
108CKS6R3M,Illinois Capacitor / CDE,电容,,1000uF,,6.3VDC,±20%,
DE1E3KX102MB4BP01F,Murata Electronics,电容,,1000pF,,,±20%,
B32652A6154K,EPCOS / TDK,电容,,0.15uF,,630VDC,±10%,
HHXC250ARA101MF80G,United Chemi-Con,电容,,100uF,,25VDC,±20%,
105MPW160K,Illinois Capacitor / CDE,电容,,1uF,,160VDC,±10%,
105K400CS6,Cornell Dubilier - CDE,电容,,1uF,,400VDC,±10%,
DEA1X3D270JC1B,Murata Electronics,电容,,27pF,,2kVDC,±5%,
DEA1X3F680JA3B,Murata Electronics,电容,,68pF,,3.15kVDC,±5%,
DE1E3KX152MA4BP01F,Murata Electronics,电容,,1500pF,,,±20%,
DEA1X3F470JC3B,Murata Electronics,电容,,47pF,,3.15kVDC,±5%,
DEBB33F681KA3B,Murata Electronics,电容,,680pF,,3.15kVDC,±10%,
106CKS200M,Illinois Capacitor / CDE,电容,,10uF,,200VDC,±20%,
104MMR250K,Illinois Capacitor / CDE,电容,,0.1uF,,250VDC,±10%,
167104J63A-F,Cornell Dubilier - CDE,电容,,0.1uF,,63VDC,±5%,
HHXC250ARA331MJA0G,United Chemi-Con,电容,,330uF,,25VDC,±20%,
PCK0J331MCO1GS,Nichicon,电容,,330uF,,6.3VDC,±20%,
PCG0J102MCL1GS,Nichicon,电容,,1000uF,,6.3VDC,±20%,
CS45-E2GA102M-VKA,TDK,电容,,1000pF,,,±20%,
DEBE33F222ZN3A,Murata Electronics,电容,,2200pF,,3.15kVDC,±20%,
DEBE33D103ZN7A,Murata Electronics,电容,,0.01uF,,2kVDC,±20%,
B32922D3334K289,EPCOS / TDK,电容,,0.33uF,,630VDC,±10%,
B32671P6104K000,EPCOS / TDK,电容,,0.1uF,,630VDC,±10%,
103MKP275K,Illinois Capacitor / CDE,电容,,0.01uF,,,±10%,
106TTA160M,Illinois Capacitor / CDE,电容,,10uF,,160VDC,±20%,
DE2E3KY332MA2BM01F,Murata Electronics,电容,,3300pF,,,±20%,
LDEDB3100KA0N00,KEMET,电容,,0.1uF,,63VDC,±10%,
104MPW400K,Illinois Capacitor / CDE,电容,,0.1uF,,400VDC,±10%,
168104K100H-F,Cornell Dubilier - CDE,电容,,0.1uF,,100VDC,±10%,
PCG0J182MCL1GS,Nichicon,电容,,1800uF,,6.3VDC,±20%,
105MWR400K,Illinois Capacitor / CDE,电容,,1uF,,400VDC,±10%,
105MABA02KHS,Illinois Capacitor / CDE,电容,,1uF,,600VDC,±10%,
GCM1555C1H270FA16D,Murata Electronics,电容,,27pF,,50VDC,±1%,
DEA1X3D331JA3B,Murata Electronics,电容,,330pF,,2kVDC,±5%,
LDEPE2220KA5N00,KEMET,电容,,0.022uF,,630VDC,±10%,
107KXM063M,Illinois Capacitor / CDE,电容,,100uF,,63VDC,±20%,
108SAK035M,Illinois Capacitor / CDE,电容,,1000uF,,35VDC,,
PCV1H330MCL1GS,Nichicon,电容,,33uF,,50VDC,±20%,
DE2E3KY472MB2BM01F,Murata Electronics,电容,,4700pF,,,±20%,
DEBB33F152KA3B,Murata Electronics,电容,,1500pF,,3.15kVDC,±10%,
B32652A6334J,EPCOS / TDK,电容,,0.33uF,,630VDC,±5%,
103MMR400K,Illinois Capacitor / CDE,电容,,0.01uF,,400VDC,±10%,
104MMR400K,Illinois Capacitor / CDE,电容,,0.1uF,,400VDC,±10%,
103MPW400K,Illinois Capacitor / CDE,电容,,0.01uF,,400VDC,±10%,
PCJ0J221MCL1GS,Nichicon,电容,,220uF,,6.3VDC,±20%,
106PHC600K,Illinois Capacitor / CDE,电容,,10uF,,600VDC,±10%,
DEA1X3F180JCDB,Murata Electronics,电容,,18pF,,3.15kVDC,±5%,
B32922C3684K189,EPCOS / TDK,电容,,0.68uF,,630VDC,±10%,
104MPR250K,Illinois Capacitor / CDE,电容,,0.1uF,,250VDC,±10%,
255MABA03KHS,Cornell Dubilier - CDE,电容,,2.5uF,,,,
305PHC600K,Illinois Capacitor / CDE,电容,,3uF,,600VDC,±10%,
DEBB33F471KP3A,Murata Electronics,电容,,470pF,,3.15kVDC,±10%,
DEA1X3D561JA3B,Murata Electronics,电容,,560pF,,2kVDC,±5%,
DEA1X3F150JCDB,Murata Electronics,电容,,15pF,,3.15kVDC,±5%,
DEA1X3D220JD1B,Murata Electronics,电容,,22pF,,2kVDC,±5%,
DEA1X3D180JC1B,Murata Electronics,电容,,18pF,,2kVDC,±5%,
DEBB33D102KB2B,Murata Electronics,电容,,1000pF,,2kVDC,±10%,
DEA1X3F121JA3B,Murata Electronics,电容,,120pF,,3.15kVDC,±5%,
B32671P4334K000,EPCOS / TDK,电容,,0.33uF,,450VDC,±10%,
LDEED3330KA5N00,KEMET,电容,,0.33uF,,100VDC,±10%,
B25620C1427A101,EPCOS / TDK,电容,,420uF,,1.1kVDC,,
108TTA080M,Cornell Dubilier - CDE,电容,,1000uF,,80VDC,±20%,
108LBB250M2DG,Illinois Capacitor / CDE,电容,,1000uF,,,,
DEA1X3F220JDDB,Murata Electronics,电容,,22pF,,3.15kVDC,±5%,
DEBB33D151KC1B,Murata Electronics,电容,,150pF,,2kVDC,±10%,
DEA1X3F330JC3B,Murata Electronics,电容,,33pF,,3.15kVDC,±5%,
B25631A1506K200,EPCOS / TDK,电容,,50uF,,1.2kVDC,±10%,
168152J100A-F,Cornell Dubilier - CDE,电容,,1500pF,,100VDC,±5%,
PCV1H680MCL1GS,Nichicon,电容,,68uF,,50VDC,±20%,
506PHC250K,Illinois Capacitor / CDE,电容,,50uF,,250VDC,±10%,
GRJ188R71H102KE11D,Murata Electronics,电容,,1000pF,,50VDC,±10%,
B32529C1473K289,EPCOS / TDK,电容,,0.047uF,,100VDC,±10%,
DEA1X3D390JC1B,Murata Electronics,电容,,39pF,,2kVDC,±5%,
DEA1X3F390JC3B,Murata Electronics,电容,,39pF,,3.15kVDC,±5%,
DE1E3KX222MJ4BN01F,Murata Electronics,电容,,,,,,
DEA1X3D181JA2B,Murata Electronics,电容,,180pF,,2kVDC,±5%,
DEA1X3F181JA3B,Murata Electronics,电容,,180pF,,3.15kVDC,±5%,
DE1E3KX152MN4AP01F,Murata Electronics,电容,,1500pF,,,±20%,
DE6E3KJ332MN3A,Murata Electronics,电容,,3300pF,,,±20%,
PCF1C390MCL1GS,Nichicon,电容,,39uF,,16VDC,±20%,
PCF1C220MCL1GS,Nichicon,电容,,22uF,,16VDC,±20%,
105MPW250K,Illinois Capacitor / CDE,电容,,1uF,,250VDC,±10%,
PCX1C221MCL1GS,Nichicon,电容,,220uF,,16VDC,±20%,
PCV1D221MCL7GS,Nichicon,电容,,220uF,,20VDC,±20%,
103PPA302K,Illinois Capacitor / CDE,电容,,0.01uF,,3kVDC,±10%,
LAR2E681MELC25,Nichicon,电容,,680uF,,250VDC,±20%,
NLW2-100,Cornell Dubilier - CDE,电容,,2uF,,100VDC,"- 10 %, + 75 %",
205PPA152KS,Illinois Capacitor / CDE,电容,,2uF,,,,
DEA1X3F560JC3B,Murata Electronics,电容,,56pF,,3.15kVDC,±5%,
DE6B3KJ221KN3A,Murata Electronics,电容,,220pF,,,±10%,
B32652A6683J,EPCOS / TDK,电容,,0.068uF,,630VDC,±5%,
106BPS035M,Illinois Capacitor / CDE,电容,,10uF,,35VDC,±20%,
108CKS010M,Illinois Capacitor / CDE,电容,,1000uF,,10VDC,±20%,
106CKE200M,Illinois Capacitor / CDE,电容,,10uF,,200VDC,±20%,
HHXC250ARA330ME61G,United Chemi-Con,电容,,33uF,,25VDC,±20%,
108RSS035M,Illinois Capacitor / CDE,电容,,1000uF,,35VDC,±20%,
105MMR100K,Illinois Capacitor / CDE,电容,,1uF,,100VDC,±10%,
PCF1C181MCL1GS,Nichicon,电容,,180uF,,16VDC,±20%,
PCR1E221MCL1GS,Nichicon,电容,,220uF,,25VDC,±20%,
DEBB33F151KCDB,Murata Electronics,电容,,150pF,,3.15kVDC,±10%,
DEBE33F472ZB3B,Murata Electronics,电容,,4700pF,,3.15kVDC,±20%,
103MKP275KE,Illinois Capacitor / CDE,电容,,0.01uF,,,±10%,
105MSR100K,Illinois Capacitor / CDE,电容,,1uF,,100VDC,±10%,
108RZM050M,Illinois Capacitor / CDE,电容,,1000uF,,50VDC,±20%,
505PHC400K,Illinois Capacitor / CDE,电容,,5uF,,400VDC,±10%,
NLW10-50,Cornell Dubilier - CDE,电容,,10uF,,50VDC,"- 10 %, + 75 %",
103MWS103KT,Illinois Capacitor / CDE,电容,,0.01uF,,,,
206K050CS4G,Cornell Dubilier - CDE,电容,,20uF,,50VDC,±10%,
B32529C1102M289,EPCOS / TDK,电容,,1000pF,,100VDC,±20%,
DEA1X3D391JA3B,Murata Electronics,电容,,390pF,,2kVDC,±5%,
B32671P5154K000,EPCOS / TDK,电容,,0.15uF,,520VDC,±10%,
LDEMG3220KA5N00,KEMET,电容,,0.22uF,,400VDC,±10%,
LDEIG3820KA0N00,KEMET,电容,,0.82uF,,250VDC,±10%,
168104K63A-F,Cornell Dubilier - CDE,电容,,0.1uF,,63VDC,±10%,
PCV2B6R8MCL1GS,Nichicon,电容,,6.8uF,,125VDC,±20%,
DE1E3KX102MJ4BN01F,Murata Electronics,电容,,,,,,
DEBE33D102ZN2A,Murata Electronics,电容,,1000pF,,2kVDC,±20%,
DE6B3KJ471KA3B,Murata Electronics,电容,,470pF,,,±10%,
B32652A223J189,EPCOS / TDK,电容,,0.022uF,,2kVDC,±5%,
167103J400A-F,Cornell Dubilier - CDE,电容,,0.01uF,,400VDC,±5%,
105MSR400K,Illinois Capacitor / CDE,电容,,1uF,,400VDC,±10%,
105MPR400K,Illinois Capacitor / CDE,电容,,1uF,,400VDC,±10%,
107CKS350M,Illinois Capacitor / CDE,电容,,100uF,,350VDC,±20%,
B32656S0105K563,EPCOS / TDK,电容,,1uF,,1kVDC,±10%,
NLW100-25,Cornell Dubilier - CDE,电容,,100uF,,25VDC,"- 10 %, + 75 %",
DE1E3KX152MB4BP01F,Murata Electronics,电容,,1500pF,,,±20%,
PCV1C471MCL1GS,Nichicon,电容,,470uF,,16VDC,±20%,
DEA1X3D120JC1B,Murata Electronics,电容,,12pF,,2kVDC,±5%,
DEA1X3F100JP3A,Murata Electronics,电容,,10pF,,3.15kVDC,±5%,
B32921C3223K289,EPCOS / TDK,电容,,0.022uF,,630VDC,±10%,
16SEF180M,Panasonic,电容,,180uF,,16VDC,±20%,
LDBAA2220GC5N0,KEMET,电容,,0.022uF,,16VDC,±2%,
LDEPD1100KA5N00,KEMET,电容,,1000pF,,630VDC,±10%,
LDEIE3220KA0N00,KEMET,电容,,0.22uF,,250VDC,±10%,
LDEDF4330KA0N00,KEMET,电容,,3.3uF,,63VDC,±10%,
168223K100A-F,Cornell Dubilier - CDE,电容,,0.022uF,,100VDC,±10%,
PCX1C101MCL1GS,Nichicon,电容,,100uF,,16VDC,±20%,
PCK0G471MCO1GS,Nichicon,电容,,470uF,,4VDC,±20%,
PCG1A820MCL1GS,Nichicon,电容,,82uF,,10VDC,±20%,
LAQ2G680MELZ25,Nichicon,电容,,68uF,,400VDC,±20%,
DE6E3KJ222MA3B,Murata Electronics,电容,,2200pF,,,±20%,
LDEIA1100KA0N00,KEMET,电容,,1000pF,,250VDC,±10%,
LDEME2680KA5N00,KEMET,电容,,0.068uF,,400VDC,±10%,
P409EL474M275AH151,KEMET,电容,,0.47uF,,630VDC,±20%,
167473J100A-F,Cornell Dubilier - CDE,电容,,0.047uF,,100VDC,±5%,
167332J630A-F,Cornell Dubilier - CDE,电容,,3300pF,,630VDC,±5%,
DEA1X3F120JCDB,Murata Electronics,电容,,12pF,,3.15kVDC,±5%,
DEA1X3F470JP3A,Murata Electronics,电容,,47pF,,3.15kVDC,±5%,
DEBB33D152KN2A,Murata Electronics,电容,,1500pF,,2kVDC,±10%,
B32924D3335M000,EPCOS / TDK,电容,,3.3uF,,630VDC,±20%,
107CKE400M,Illinois Capacitor / CDE,电容,,100uF,,400VDC,±20%,
LAR2W101MELA25,Nichicon,电容,,100uF,,450VDC,±20%,
DEBB33F471KD3B,Murata Electronics,电容,,470pF,,3.15kVDC,±10%,
DEBB33D472KB3B,Murata Electronics,电容,,4700pF,,2kVDC,±10%,
LDEIC2220KA0N00,KEMET,电容,,0.022uF,,250VDC,±10%,
DEA1X3F150JP3A,Murata Electronics,电容,,15pF,,3.15kVDC,±5%,
DEA1X3F391JA3B,Murata Electronics,电容,,390pF,,3.15kVDC,±5%,
P409EL474M275AH101,KEMET,电容,,0.47uF,,630VDC,±20%,
LDEEG4330KA0N00,KEMET,电容,,3.3uF,,100VDC,±10%,
DEBB33D101KD1B,Murata Electronics,电容,,100pF,,2kVDC,±10%,
DEBF33D102ZD1B,Murata Electronics,电容,,1000pF,,2kVDC,±20%,
DEA1X3F330JP3A,Murata Electronics,电容,,33pF,,3.15kVDC,±5%,
DEA1X3F101JB3B,Murata Electronics,电容,,100pF,,3.15kVDC,±5%,
LDEDA2330KA0N00,KEMET,电容,,0.033uF,,63VDC,±10%,
LDECC2680KA5N00,KEMET,电容,,0.068uF,,50VDC,±10%,
LDEMD2220KA5N00,KEMET,电容,,0.022uF,,400VDC,±10%,
P410CP683M300AH101,KEMET,电容,,0.068uF,,630VDC,±20%,
P409EJ224M275AH331,KEMET,电容,,0.22uF,,630VDC,±20%,
107SAK035M,Illinois Capacitor / CDE,电容,,100uF,,35VDC,,
LAK2D470MELZ20,Nichicon,电容,,47uF,,200VDC,±20%,
107LBA400M2BD,Cornell Dubilier - CDE,电容,,100uF,,,,
MP3X2-.15/275/20P22,WIMA,电容,,0.15uF,,,±20%,
OTBH105KNPIR-F,Cornell Dubilier - CDE,电容,,1uF,,1.5kVDC,±10%,
101X663U040DF2B,Cornell Dubilier - CDE,电容,,66000uF,,,,
